Model,MDO3104
Firmware Version,1.10

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-05,
Horizontal Delay,-2.18e-05,
Sample Interval,2e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,500
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,250
Vertical Position,-0.66,-0.66
,,
,,
,,
Label,,
TIME,CH1,CH2
-5.012000e-05,2.80781,173.359
-5.010000e-05,2.81328,171.797
-5.008000e-05,2.82109,172.07
-5.006000e-05,2.81859,170.938
-5.004000e-05,2.81797,171.172
-5.002000e-05,2.81969,173.32
-5.000000e-05,2.82688,173.32
-4.998000e-05,2.82281,171.914
-4.996000e-05,2.82547,173.164
-4.994000e-05,2.82453,172.656
-4.992000e-05,2.82656,174.258
-4.990000e-05,2.82594,172.93
-4.988000e-05,2.83672,172.422
-4.986000e-05,2.83125,172.109
-4.984000e-05,2.82797,173.984
-4.982000e-05,2.84141,172.461
-4.980000e-05,2.83438,174.492
-4.978000e-05,2.83438,172.031
-4.976000e-05,2.83141,173.008
-4.974000e-05,2.83375,172.578
-4.972000e-05,2.84297,170.312
-4.970000e-05,2.83828,172.617
-4.968000e-05,2.83578,172.812
-4.966000e-05,2.83625,173.086
-4.964000e-05,2.84859,172.773
-4.962000e-05,2.845,172.5
-4.960000e-05,2.84219,171.602
-4.958000e-05,2.85344,170.781
-4.956000e-05,2.85797,173.242
-4.954000e-05,2.84875,173.281
-4.952000e-05,2.84984,171.719
-4.950000e-05,2.85672,173.906
-4.948000e-05,2.85672,172.461
-4.946000e-05,2.85172,171.641
-4.944000e-05,2.86344,174.375
-4.942000e-05,2.85359,173.164
-4.940000e-05,2.85438,173.555
-4.938000e-05,2.85313,173.633
-4.936000e-05,2.85688,173.086
-4.934000e-05,2.85953,172.422
-4.932000e-05,2.87125,169.609
-4.930000e-05,2.86172,171.758
-4.928000e-05,2.87188,173.633
-4.926000e-05,2.86359,173.359
-4.924000e-05,2.86297,173.672
-4.922000e-05,2.85875,172.93
-4.920000e-05,2.85844,171.055
-4.918000e-05,2.87891,171.172
-4.916000e-05,2.86344,172.656
-4.914000e-05,2.87281,172.227
-4.912000e-05,2.87547,172.734
-4.910000e-05,2.86641,172.891
-4.908000e-05,2.87219,171.016
-4.906000e-05,2.86484,170.859
-4.904000e-05,2.87031,171.719
-4.902000e-05,2.87625,172.266
-4.900000e-05,2.87516,176.328
-4.898000e-05,2.88031,173.164
-4.896000e-05,2.87703,172.617
-4.894000e-05,2.87563,171.992
-4.892000e-05,2.88641,171.758
-4.890000e-05,2.88297,173.477
-4.888000e-05,2.88484,171.758
-4.886000e-05,2.88344,172.969
-4.884000e-05,2.88359,172.031
-4.882000e-05,2.88578,172.383
-4.880000e-05,2.89156,171.719
-4.878000e-05,2.88938,172.266
-4.876000e-05,2.8925,172.617
-4.874000e-05,2.88578,173.086
-4.872000e-05,2.89844,173.516
-4.870000e-05,2.89734,172.461
-4.868000e-05,2.89188,173.281
-4.866000e-05,2.89641,175.742
-4.864000e-05,2.90328,172.344
-4.862000e-05,2.89453,172.148
-4.860000e-05,2.89625,170.234
-4.858000e-05,2.89313,172.266
-4.856000e-05,2.90313,171.523
-4.854000e-05,2.89594,172.422
-4.852000e-05,2.89406,171.875
-4.850000e-05,2.90031,173.516
-4.848000e-05,2.90125,171.211
-4.846000e-05,2.89469,172.344
-4.844000e-05,2.90578,171.133
-4.842000e-05,2.90688,172.578
-4.840000e-05,2.90219,174.336
-4.838000e-05,2.91563,171.523
-4.836000e-05,2.91344,172.695
-4.834000e-05,2.90797,171.328
-4.832000e-05,2.91969,173.125
-4.830000e-05,2.91672,173.242
-4.828000e-05,2.91453,173.32
-4.826000e-05,2.91234,172.5
-4.824000e-05,2.92016,172.539
-4.822000e-05,2.91578,174.492
-4.820000e-05,2.92234,173.984
-4.818000e-05,2.92484,171.641
-4.816000e-05,2.92578,170.977
-4.814000e-05,2.92328,169.609
-4.812000e-05,2.92094,173.047
-4.810000e-05,2.925,172.578
-4.808000e-05,2.92109,173.242
-4.806000e-05,2.92516,171.445
-4.804000e-05,2.93047,172.812
-4.802000e-05,2.92922,173.242
-4.800000e-05,2.93828,172.031
-4.798000e-05,2.94094,173.086
-4.796000e-05,2.93047,171.25
-4.794000e-05,2.93828,173.359
-4.792000e-05,2.93422,173.438
-4.790000e-05,2.94031,173.008
-4.788000e-05,2.9475,173.711
-4.786000e-05,2.935,174.336
-4.784000e-05,2.94438,170.117
-4.782000e-05,2.94328,173.398
-4.780000e-05,2.93891,172.93
-4.778000e-05,2.94219,171.25
-4.776000e-05,2.95188,172.617
-4.774000e-05,2.94641,175.039
-4.772000e-05,2.95281,171.68
-4.770000e-05,2.95,170.703
-4.768000e-05,2.95063,173.75
-4.766000e-05,2.95266,168.906
-4.764000e-05,2.95672,175.898
-4.762000e-05,2.95078,172.266
-4.760000e-05,2.95719,170.586
-4.758000e-05,2.95641,171.445
-4.756000e-05,2.95969,173.594
-4.754000e-05,2.96406,171.953
-4.752000e-05,2.96125,173.047
-4.750000e-05,2.96391,173.32
-4.748000e-05,2.96734,172.969
-4.746000e-05,2.95953,172.695
-4.744000e-05,2.96719,170.508
-4.742000e-05,2.96688,172.773
-4.740000e-05,2.96797,172.227
-4.738000e-05,2.96875,171.328
-4.736000e-05,2.96906,170.703
-4.734000e-05,2.96766,171.602
-4.732000e-05,2.97563,171.602
-4.730000e-05,2.97141,170.977
-4.728000e-05,2.97453,172.969
-4.726000e-05,2.97641,173.867
-4.724000e-05,2.97047,172.539
-4.722000e-05,2.97359,171.836
-4.720000e-05,2.98531,170.352
-4.718000e-05,2.97859,170.547
-4.716000e-05,2.97875,171.211
-4.714000e-05,2.98688,171.094
-4.712000e-05,2.98578,171.641
-4.710000e-05,2.98484,171.914
-4.708000e-05,2.98953,171.055
-4.706000e-05,2.98625,172.812
-4.704000e-05,2.99406,171.289
-4.702000e-05,2.99391,170.195
-4.700000e-05,2.98422,171.445
-4.698000e-05,2.99203,172.852
-4.696000e-05,2.99156,172.5
-4.694000e-05,2.9925,174.062
-4.692000e-05,2.99047,172.852
-4.690000e-05,2.99828,170.43
-4.688000e-05,2.98906,173.125
-4.686000e-05,2.99828,173.945
-4.684000e-05,2.99266,173.125
-4.682000e-05,3.00297,172.734
-4.680000e-05,2.99766,173.594
-4.678000e-05,3.00719,171.094
-4.676000e-05,3.00422,172.93
-4.674000e-05,3.00313,172.5
-4.672000e-05,3.00844,170.078
-4.670000e-05,3.00391,172.852
-4.668000e-05,3.01,172.07
-4.666000e-05,3.01406,170.82
-4.664000e-05,3.00094,172.656
-4.662000e-05,3.01703,170.547
-4.660000e-05,3.01063,172.695
-4.658000e-05,3.00734,169.414
-4.656000e-05,3.01469,174.531
-4.654000e-05,3.01562,172.5
-4.652000e-05,3.01797,170.43
-4.650000e-05,3.01234,173.281
-4.648000e-05,3.01672,171.914
-4.646000e-05,3.02297,173.398
-4.644000e-05,3.01922,169.141
-4.642000e-05,3.01984,171.602
-4.640000e-05,3.01953,172.812
-4.638000e-05,3.02859,173.359
-4.636000e-05,3.02063,171.367
-4.634000e-05,3.02391,170.625
-4.632000e-05,3.03125,170.43
-4.630000e-05,3.02938,173.633
-4.628000e-05,3.02984,171.562
-4.626000e-05,3.03297,171.367
-4.624000e-05,3.03281,169.805
-4.622000e-05,3.03016,170.469
-4.620000e-05,3.02687,171.953
-4.618000e-05,3.03359,172.188
-4.616000e-05,3.03344,170.898
-4.614000e-05,3.03688,172.148
-4.612000e-05,3.03734,171.25
-4.610000e-05,3.03141,173.477
-4.608000e-05,3.04031,172.188
-4.606000e-05,3.04719,174.961
-4.604000e-05,3.04828,173.594
-4.602000e-05,3.05172,172.969
-4.600000e-05,3.04125,171.641
-4.598000e-05,3.04703,172.305
-4.596000e-05,3.05,174.297
-4.594000e-05,3.04172,173.906
-4.592000e-05,3.04953,172.227
-4.590000e-05,3.05125,170.586
-4.588000e-05,3.04797,172.461
-4.586000e-05,3.04734,171.484
-4.584000e-05,3.04875,170.703
-4.582000e-05,3.04703,172.695
-4.580000e-05,3.05297,171.211
-4.578000e-05,3.06172,171.953
-4.576000e-05,3.05906,173.242
-4.574000e-05,3.05078,170.273
-4.572000e-05,3.05344,171.172
-4.570000e-05,3.06203,172.266
-4.568000e-05,3.06313,174.336
-4.566000e-05,3.06328,170.625
-4.564000e-05,3.06578,171.523
-4.562000e-05,3.06313,171.914
-4.560000e-05,3.06656,171.055
-4.558000e-05,3.07047,172.383
-4.556000e-05,3.06813,171.094
-4.554000e-05,3.06094,169.336
-4.552000e-05,3.07219,175.117
-4.550000e-05,3.06734,171.445
-4.548000e-05,3.08438,170.664
-4.546000e-05,3.07109,171.797
-4.544000e-05,3.07063,171.992
-4.542000e-05,3.06625,169.961
-4.540000e-05,3.07406,170.039
-4.538000e-05,3.07781,170.898
-4.536000e-05,3.07844,171.875
-4.534000e-05,3.07547,170.742
-4.532000e-05,3.08047,172.461
-4.530000e-05,3.08078,172.383
-4.528000e-05,3.07719,172.539
-4.526000e-05,3.085,173.672
-4.524000e-05,3.08672,170.43
-4.522000e-05,3.07844,170.43
-4.520000e-05,3.09063,172.812
-4.518000e-05,3.08531,172.305
-4.516000e-05,3.08656,173.398
-4.514000e-05,3.09141,170.039
-4.512000e-05,3.09734,172.109
-4.510000e-05,3.08703,173.047
-4.508000e-05,3.0875,171.992
-4.506000e-05,3.08766,172.734
-4.504000e-05,3.09391,171.328
-4.502000e-05,3.10203,171.914
-4.500000e-05,3.09938,172.773
-4.498000e-05,3.09813,171.445
-4.496000e-05,3.09234,171.68
-4.494000e-05,3.10109,173.242
-4.492000e-05,3.105,169.219
-4.490000e-05,3.10344,173.438
-4.488000e-05,3.10563,170.195
-4.486000e-05,3.0975,170.039
-4.484000e-05,3.10688,171.133
-4.482000e-05,3.11797,171.875
-4.480000e-05,3.10734,170.586
-4.478000e-05,3.10641,174.648
-4.476000e-05,3.10438,170.156
-4.474000e-05,3.11297,172.07
-4.472000e-05,3.11031,169.844
-4.470000e-05,3.11156,172.344
-4.468000e-05,3.11016,172.266
-4.466000e-05,3.11641,172.695
-4.464000e-05,3.11563,173.203
-4.462000e-05,3.12516,171.445
-4.460000e-05,3.11266,171.406
-4.458000e-05,3.11484,168.633
-4.456000e-05,3.11875,169.688
-4.454000e-05,3.11922,170.078
-4.452000e-05,3.12406,169.453
-4.450000e-05,3.12609,170.352
-4.448000e-05,3.12234,171.914
-4.446000e-05,3.12141,172.852
-4.444000e-05,3.12031,171.992
-4.442000e-05,3.12281,169.336
-4.440000e-05,3.13984,172.109
-4.438000e-05,3.12188,173.359
-4.436000e-05,3.12375,169.883
-4.434000e-05,3.12547,170.352
-4.432000e-05,3.12719,171.328
-4.430000e-05,3.12531,170.273
-4.428000e-05,3.12891,171.172
-4.426000e-05,3.13922,171.289
-4.424000e-05,3.13219,171.445
-4.422000e-05,3.13406,170.508
-4.420000e-05,3.13438,170.898
-4.418000e-05,3.13391,169.805
-4.416000e-05,3.13406,172.383
-4.414000e-05,3.13984,172.305
-4.412000e-05,3.14094,169.023
-4.410000e-05,3.14156,172.266
-4.408000e-05,3.14359,170.82
-4.406000e-05,3.14156,173.281
-4.404000e-05,3.14344,170.117
-4.402000e-05,3.15141,172.227
-4.400000e-05,3.145,170.117
-4.398000e-05,3.14938,172.188
-4.396000e-05,3.15422,170.977
-4.394000e-05,3.15594,172.031
-4.392000e-05,3.15438,170.391
-4.390000e-05,3.15719,171.367
-4.388000e-05,3.15234,170.703
-4.386000e-05,3.16141,170.469
-4.384000e-05,3.15844,170.234
-4.382000e-05,3.15391,170.703
-4.380000e-05,3.15578,172.422
-4.378000e-05,3.16391,169.883
-4.376000e-05,3.16844,172.109
-4.374000e-05,3.16406,170.703
-4.372000e-05,3.16406,174.805
-4.370000e-05,3.16391,172.93
-4.368000e-05,3.15906,170.859
-4.366000e-05,3.16781,170
-4.364000e-05,3.17484,173.32
-4.362000e-05,3.1725,168.75
-4.360000e-05,3.17609,170.352
-4.358000e-05,3.17172,172.891
-4.356000e-05,3.18156,170.508
-4.354000e-05,3.16828,171.289
-4.352000e-05,3.175,170.977
-4.350000e-05,3.17797,169.297
-4.348000e-05,3.17016,170.391
-4.346000e-05,3.17875,172.852
-4.344000e-05,3.16797,170.586
-4.342000e-05,3.1875,170.625
-4.340000e-05,3.18,172.539
-4.338000e-05,3.18188,170.43
-4.336000e-05,3.18266,172.656
-4.334000e-05,3.17828,171.25
-4.332000e-05,3.18578,173.086
-4.330000e-05,3.18328,171.836
-4.328000e-05,3.18469,171.406
-4.326000e-05,3.18891,171.406
-4.324000e-05,3.18813,172.344
-4.322000e-05,3.18625,172.031
-4.320000e-05,3.18656,171.641
-4.318000e-05,3.19156,172.773
-4.316000e-05,3.19219,173.477
-4.314000e-05,3.19438,171.562
-4.312000e-05,3.20063,171.25
-4.310000e-05,3.19359,173.203
-4.308000e-05,3.19359,171.406
-4.306000e-05,3.19078,171.602
-4.304000e-05,3.19906,171.172
-4.302000e-05,3.19578,169.297
-4.300000e-05,3.20203,172.227
-4.298000e-05,3.20734,170.039
-4.296000e-05,3.20391,172.344
-4.294000e-05,3.19797,170.586
-4.292000e-05,3.20281,172.07
-4.290000e-05,3.20063,169.766
-4.288000e-05,3.21313,172.266
-4.286000e-05,3.20391,171.68
-4.284000e-05,3.21078,172.07
-4.282000e-05,3.21063,171.367
-4.280000e-05,3.21594,171.953
-4.278000e-05,3.20766,173.867
-4.276000e-05,3.20938,172.969
-4.274000e-05,3.21578,169.883
-4.272000e-05,3.22344,171.25
-4.270000e-05,3.21797,171.992
-4.268000e-05,3.20969,169.922
-4.266000e-05,3.21859,170.781
-4.264000e-05,3.21656,169.531
-4.262000e-05,3.21406,172.422
-4.260000e-05,3.21375,171.914
-4.258000e-05,3.21656,171.406
-4.256000e-05,3.22141,171.016
-4.254000e-05,3.22234,174.375
-4.252000e-05,3.22359,172.969
-4.250000e-05,3.2225,170.547
-4.248000e-05,3.22344,169.18
-4.246000e-05,3.22109,170.547
-4.244000e-05,3.22516,170.781
-4.242000e-05,3.225,170.977
-4.240000e-05,3.22891,170.781
-4.238000e-05,3.22594,170.469
-4.236000e-05,3.22875,173.281
-4.234000e-05,3.22703,170.898
-4.232000e-05,3.2275,170.82
-4.230000e-05,3.23313,171.602
-4.228000e-05,3.2275,170.234
-4.226000e-05,3.23094,168.75
-4.224000e-05,3.22453,170.977
-4.222000e-05,3.23031,171.016
-4.220000e-05,3.22813,171.484
-4.218000e-05,3.23359,172.969
-4.216000e-05,3.23328,172.031
-4.214000e-05,3.23531,173.477
-4.212000e-05,3.23922,171.836
-4.210000e-05,3.23016,169.883
-4.208000e-05,3.24031,169.727
-4.206000e-05,3.24672,171.797
-4.204000e-05,3.23922,169.297
-4.202000e-05,3.23359,172.305
-4.200000e-05,3.24031,171.406
-4.198000e-05,3.2425,173.164
-4.196000e-05,3.23469,169.727
-4.194000e-05,3.24531,172.305
-4.192000e-05,3.24828,170.43
-4.190000e-05,3.24328,172.031
-4.188000e-05,3.24891,169.297
-4.186000e-05,3.25078,172.383
-4.184000e-05,3.25328,171.562
-4.182000e-05,3.25016,170.703
-4.180000e-05,3.24859,171.445
-4.178000e-05,3.25266,170.703
-4.176000e-05,3.25469,171.406
-4.174000e-05,3.25453,171.289
-4.172000e-05,3.25734,170.859
-4.170000e-05,3.26531,171.055
-4.168000e-05,3.26328,171.211
-4.166000e-05,3.26828,171.758
-4.164000e-05,3.25719,170.039
-4.162000e-05,3.26141,169.336
-4.160000e-05,3.26516,170.859
-4.158000e-05,3.26438,171.914
-4.156000e-05,3.26641,171.055
-4.154000e-05,3.2725,169.648
-4.152000e-05,3.26656,172.148
-4.150000e-05,3.2725,171.211
-4.148000e-05,3.27484,169.688
-4.146000e-05,3.26906,172.344
-4.144000e-05,3.26797,170.547
-4.142000e-05,3.26406,171.133
-4.140000e-05,3.27328,172.383
-4.138000e-05,3.27891,171.758
-4.136000e-05,3.27422,170.664
-4.134000e-05,3.28109,172.227
-4.132000e-05,3.28453,170.156
-4.130000e-05,3.27813,171.562
-4.128000e-05,3.28547,170.117
-4.126000e-05,3.28563,171.602
-4.124000e-05,3.28625,171.289
-4.122000e-05,3.28375,172.539
-4.120000e-05,3.29,170.43
-4.118000e-05,3.29078,173.359
-4.116000e-05,3.28516,172.227
-4.114000e-05,3.28125,172.344
-4.112000e-05,3.29266,169.648
-4.110000e-05,3.28672,171.523
-4.108000e-05,3.29859,172.891
-4.106000e-05,3.29234,174.102
-4.104000e-05,3.29156,173.125
-4.102000e-05,3.28844,171.836
-4.100000e-05,3.28844,169.883
-4.098000e-05,3.29828,171.25
-4.096000e-05,3.29484,169.531
-4.094000e-05,3.29953,171.562
-4.092000e-05,3.29516,171.133
-4.090000e-05,3.29984,170.625
-4.088000e-05,3.30375,171.25
-4.086000e-05,3.30828,171.953
-4.084000e-05,3.30422,170.039
-4.082000e-05,3.30563,169.062
-4.080000e-05,3.30703,172.344
-4.078000e-05,3.30891,169.141
-4.076000e-05,3.30984,170.078
-4.074000e-05,3.32078,170.781
-4.072000e-05,3.30766,170.117
-4.070000e-05,3.305,169.102
-4.068000e-05,3.31203,172.148
-4.066000e-05,3.32391,169.648
-4.064000e-05,3.31188,170.82
-4.062000e-05,3.31859,170.938
-4.060000e-05,3.31406,171.172
-4.058000e-05,3.33109,171.562
-4.056000e-05,3.3125,171.602
-4.054000e-05,3.32172,171.68
-4.052000e-05,3.31828,170.859
-4.050000e-05,3.31688,173.398
-4.048000e-05,3.32266,172.812
-4.046000e-05,3.31734,170.977
-4.044000e-05,3.32,170.547
-4.042000e-05,3.32609,171.719
-4.040000e-05,3.32859,173.242
-4.038000e-05,3.33453,171.016
-4.036000e-05,3.32484,172.031
-4.034000e-05,3.32094,171.016
-4.032000e-05,3.33281,170.273
-4.030000e-05,3.33469,170.547
-4.028000e-05,3.33391,170.703
-4.026000e-05,3.33422,169.062
-4.024000e-05,3.34109,172.305
-4.022000e-05,3.33594,172.109
-4.020000e-05,3.33469,170.664
-4.018000e-05,3.33656,171.289
-4.016000e-05,3.33891,170.273
-4.014000e-05,3.34234,170.859
-4.012000e-05,3.33469,170.195
-4.010000e-05,3.34234,168.906
-4.008000e-05,3.34328,170.938
-4.006000e-05,3.34266,171.094
-4.004000e-05,3.33891,170.547
-4.002000e-05,3.34797,170.547
-4.000000e-05,3.34109,169.688
-3.998000e-05,3.35078,170.742
-3.996000e-05,3.35484,173.047
-3.994000e-05,3.35047,170.664
-3.992000e-05,3.34938,170.469
-3.990000e-05,3.35406,170.312
-3.988000e-05,3.34969,170.703
-3.986000e-05,3.35094,171.914
-3.984000e-05,3.36047,169.18
-3.982000e-05,3.35281,170.781
-3.980000e-05,3.355,167.852
-3.978000e-05,3.35453,169.023
-3.976000e-05,3.36172,171.484
-3.974000e-05,3.36313,170.117
-3.972000e-05,3.35031,171.328
-3.970000e-05,3.36141,170.664
-3.968000e-05,3.36594,169.961
-3.966000e-05,3.35656,169.18
-3.964000e-05,3.36625,171.055
-3.962000e-05,3.36406,169.609
-3.960000e-05,3.36188,169.18
-3.958000e-05,3.37047,168.867
-3.956000e-05,3.36734,171.875
-3.954000e-05,3.37344,172.461
-3.952000e-05,3.36875,168.125
-3.950000e-05,3.37438,169.609
-3.948000e-05,3.37641,171.992
-3.946000e-05,3.37688,169.336
-3.944000e-05,3.37828,170.039
-3.942000e-05,3.37391,170.195
-3.940000e-05,3.37656,170.469
-3.938000e-05,3.37953,171.875
-3.936000e-05,3.3725,168.75
-3.934000e-05,3.38578,171.68
-3.932000e-05,3.38031,170.312
-3.930000e-05,3.37781,172.383
-3.928000e-05,3.38391,170.156
-3.926000e-05,3.39062,168.32
-3.924000e-05,3.38781,170.312
-3.922000e-05,3.38859,170.43
-3.920000e-05,3.38453,171.641
-3.918000e-05,3.39453,169.492
-3.916000e-05,3.38516,170.586
-3.914000e-05,3.39313,170.273
-3.912000e-05,3.39281,169.688
-3.910000e-05,3.38656,171.562
-3.908000e-05,3.39766,171.602
-3.906000e-05,3.39,172.5
-3.904000e-05,3.40391,171.562
-3.902000e-05,3.40141,171.445
-3.900000e-05,3.4075,170.977
-3.898000e-05,3.39281,171.641
-3.896000e-05,3.41375,168.906
-3.894000e-05,3.40828,172.539
-3.892000e-05,3.40469,170.312
-3.890000e-05,3.39891,170.625
-3.888000e-05,3.39844,172.891
-3.886000e-05,3.40594,169.57
-3.884000e-05,3.41125,170.625
-3.882000e-05,3.40719,170.117
-3.880000e-05,3.41063,170.352
-3.878000e-05,3.40844,171.641
-3.876000e-05,3.41516,170.391
-3.874000e-05,3.41219,172.266
-3.872000e-05,3.41578,170.781
-3.870000e-05,3.42078,169.453
-3.868000e-05,3.41563,172.305
-3.866000e-05,3.41641,171.133
-3.864000e-05,3.42219,170.977
-3.862000e-05,3.42406,170.898
-3.860000e-05,3.41516,170.43
-3.858000e-05,3.42594,172.383
-3.856000e-05,3.42531,171.992
-3.854000e-05,3.43297,170.977
-3.852000e-05,3.42813,167.852
-3.850000e-05,3.41984,172.578
-3.848000e-05,3.43297,170.391
-3.846000e-05,3.42859,171.016
-3.844000e-05,3.42953,169.062
-3.842000e-05,3.42922,169.18
-3.840000e-05,3.43203,170.938
-3.838000e-05,3.44016,170.156
-3.836000e-05,3.43266,166.914
-3.834000e-05,3.44016,167.5
-3.832000e-05,3.43047,170.547
-3.830000e-05,3.43125,168.359
-3.828000e-05,3.44141,170.664
-3.826000e-05,3.43688,171.133
-3.824000e-05,3.44641,170.391
-3.822000e-05,3.44313,171.523
-3.820000e-05,3.44359,170.859
-3.818000e-05,3.45688,169.531
-3.816000e-05,3.44438,170.703
-3.814000e-05,3.44766,168.398
-3.812000e-05,3.44859,168.828
-3.810000e-05,3.4575,170.508
-3.808000e-05,3.45156,169.023
-3.806000e-05,3.45047,169.141
-3.804000e-05,3.45656,170.312
-3.802000e-05,3.44828,169.805
-3.800000e-05,3.45734,169.805
-3.798000e-05,3.45063,171.172
-3.796000e-05,3.46328,170.547
-3.794000e-05,3.45266,170.195
-3.792000e-05,3.46,170.156
-3.790000e-05,3.46594,170.742
-3.788000e-05,3.45563,169.531
-3.786000e-05,3.46203,169.297
-3.784000e-05,3.46563,170.898
-3.782000e-05,3.46953,171.172
-3.780000e-05,3.46922,169.375
-3.778000e-05,3.46437,168.164
-3.776000e-05,3.46719,170.547
-3.774000e-05,3.475,169.961
-3.772000e-05,3.47828,169.57
-3.770000e-05,3.47672,169.57
-3.768000e-05,3.47641,168.75
-3.766000e-05,3.47578,169.492
-3.764000e-05,3.47922,171.25
-3.762000e-05,3.47547,169.57
-3.760000e-05,3.47625,171.289
-3.758000e-05,3.47813,168.594
-3.756000e-05,3.47922,169.883
-3.754000e-05,3.48938,170.156
-3.752000e-05,3.48375,170.312
-3.750000e-05,3.48984,170.547
-3.748000e-05,3.47734,170.781
-3.746000e-05,3.48328,171.68
-3.744000e-05,3.48719,170.039
-3.742000e-05,3.49516,169.102
-3.740000e-05,3.49156,171.094
-3.738000e-05,3.48594,168.047
-3.736000e-05,3.48875,168.516
-3.734000e-05,3.49172,170.234
-3.732000e-05,3.48984,171.445
-3.730000e-05,3.49313,170.273
-3.728000e-05,3.5,169.414
-3.726000e-05,3.49828,169.57
-3.724000e-05,3.49719,169.531
-3.722000e-05,3.49656,169.18
-3.720000e-05,3.49938,171.25
-3.718000e-05,3.50141,170.977
-3.716000e-05,3.50063,170.469
-3.714000e-05,3.49781,170.195
-3.712000e-05,3.50406,171.211
-3.710000e-05,3.49297,170.508
-3.708000e-05,3.5025,169.531
-3.706000e-05,3.50219,169.961
-3.704000e-05,3.50969,168.984
-3.702000e-05,3.50656,170.938
-3.700000e-05,3.5175,172.539
-3.698000e-05,3.51313,170.156
-3.696000e-05,3.50875,169.688
-3.694000e-05,3.51031,170
-3.692000e-05,3.51391,170.742
-3.690000e-05,3.50453,170.352
-3.688000e-05,3.51641,167.656
-3.686000e-05,3.51156,169.297
-3.684000e-05,3.52047,170.508
-3.682000e-05,3.52047,172.266
-3.680000e-05,3.51219,169.883
-3.678000e-05,3.52172,170.078
-3.676000e-05,3.52156,171.797
-3.674000e-05,3.52547,170.078
-3.672000e-05,3.52516,172.5
-3.670000e-05,3.52203,167.969
-3.668000e-05,3.52797,168.75
-3.666000e-05,3.52391,169.805
-3.664000e-05,3.53031,170.586
-3.662000e-05,3.52,169.922
-3.660000e-05,3.53125,169.453
-3.658000e-05,3.52641,171.094
-3.656000e-05,3.53984,170.43
-3.654000e-05,3.53531,169.336
-3.652000e-05,3.53391,173.008
-3.650000e-05,3.53031,168.75
-3.648000e-05,3.53188,169.375
-3.646000e-05,3.53922,169.57
-3.644000e-05,3.54031,170.703
-3.642000e-05,3.53469,171.094
-3.640000e-05,3.54063,168.047
-3.638000e-05,3.54344,170.469
-3.636000e-05,3.53672,170.43
-3.634000e-05,3.54734,169.219
-3.632000e-05,3.54453,169.141
-3.630000e-05,3.54734,168.242
-3.628000e-05,3.54578,167.695
-3.626000e-05,3.54234,169.023
-3.624000e-05,3.55109,168.164
-3.622000e-05,3.55438,168.398
-3.620000e-05,3.55,169.375
-3.618000e-05,3.54109,169.062
-3.616000e-05,3.55984,168.555
-3.614000e-05,3.55531,167.5
-3.612000e-05,3.56922,169.805
-3.610000e-05,3.56547,169.414
-3.608000e-05,3.55344,169.336
-3.606000e-05,3.55734,172.969
-3.604000e-05,3.55859,171.484
-3.602000e-05,3.56563,169.258
-3.600000e-05,3.56219,169.57
-3.598000e-05,3.56406,169.531
-3.596000e-05,3.55969,168.828
-3.594000e-05,3.57375,168.633
-3.592000e-05,3.55969,168.32
-3.590000e-05,3.56031,168.672
-3.588000e-05,3.57516,170.547
-3.586000e-05,3.56766,169.57
-3.584000e-05,3.56625,169.375
-3.582000e-05,3.57156,169.727
-3.580000e-05,3.57156,170.117
-3.578000e-05,3.5775,168.828
-3.576000e-05,3.57734,168.516
-3.574000e-05,3.57859,170.312
-3.572000e-05,3.58531,170.234
-3.570000e-05,3.57953,169.844
-3.568000e-05,3.57563,169.57
-3.566000e-05,3.585,169.648
-3.564000e-05,3.58813,170.742
-3.562000e-05,3.58703,170.195
-3.560000e-05,3.58391,170.625
-3.558000e-05,3.58547,172.93
-3.556000e-05,3.58219,168.203
-3.554000e-05,3.59781,170.234
-3.552000e-05,3.59094,169.297
-3.550000e-05,3.58547,170.156
-3.548000e-05,3.59156,169.609
-3.546000e-05,3.59641,170.938
-3.544000e-05,3.59031,168.75
-3.542000e-05,3.59281,169.219
-3.540000e-05,3.59563,168.633
-3.538000e-05,3.59516,171.562
-3.536000e-05,3.60469,168.672
-3.534000e-05,3.59766,170.625
-3.532000e-05,3.59813,168.516
-3.530000e-05,3.60859,173.086
-3.528000e-05,3.60438,169.57
-3.526000e-05,3.61016,169.727
-3.524000e-05,3.61063,169.648
-3.522000e-05,3.61406,168.359
