Model,MDO3104
Firmware Version,1.10

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-05,
Horizontal Delay,-2.18e-05,
Sample Interval,2e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,500
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,250
Vertical Position,-0.66,-0.66
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.160000e-05,2.20281,-540.781
-1.158000e-05,2.20406,-539.531
-1.156000e-05,2.20391,-541.25
-1.154000e-05,2.18781,-541.445
-1.152000e-05,2.17781,-541.211
-1.150000e-05,2.17969,-537.969
-1.148000e-05,2.16828,-539.219
-1.146000e-05,2.18281,-539.727
-1.144000e-05,2.155,-538.125
-1.142000e-05,2.15781,-541.172
-1.140000e-05,2.15,-538.867
-1.138000e-05,2.14797,-540.117
-1.136000e-05,2.15734,-538.75
-1.134000e-05,2.14719,-537.852
-1.132000e-05,2.13172,-539.375
-1.130000e-05,2.135,-541.602
-1.128000e-05,2.13109,-539.648
-1.126000e-05,2.13,-540.234
-1.124000e-05,2.11938,-539.297
-1.122000e-05,2.12031,-540.586
-1.120000e-05,2.11156,-539.961
-1.118000e-05,2.10125,-539.648
-1.116000e-05,2.10234,-538.789
-1.114000e-05,2.10813,-538.281
-1.112000e-05,2.09437,-541.094
-1.110000e-05,2.09219,-540.273
-1.108000e-05,2.08969,-537.93
-1.106000e-05,2.0875,-539.844
-1.104000e-05,2.08516,-541.992
-1.102000e-05,2.08234,-542.578
-1.100000e-05,2.06922,-538.477
-1.098000e-05,2.07063,-540
-1.096000e-05,2.06641,-539.102
-1.094000e-05,2.06797,-541.016
-1.092000e-05,2.06531,-540.352
-1.090000e-05,2.0525,-539.688
-1.088000e-05,2.04859,-540.508
-1.086000e-05,2.05047,-538.711
-1.084000e-05,2.04578,-540.547
-1.082000e-05,2.04203,-538.828
-1.080000e-05,2.04422,-541.25
-1.078000e-05,2.03578,-539.688
-1.076000e-05,2.04016,-538.75
-1.074000e-05,2.02422,-539.141
-1.072000e-05,2.01688,-539.492
-1.070000e-05,2.01609,-539.688
-1.068000e-05,2.00609,-537.852
-1.066000e-05,2.00094,-538.828
-1.064000e-05,2.00391,-539.023
-1.062000e-05,1.99828,-539.102
-1.060000e-05,1.99406,-539.609
-1.058000e-05,1.98969,-538.672
-1.056000e-05,1.98234,-540.352
-1.054000e-05,1.98594,-538.516
-1.052000e-05,1.97313,-540.234
-1.050000e-05,1.98,-539.531
-1.048000e-05,1.97516,-539.805
-1.046000e-05,1.96875,-537.383
-1.044000e-05,1.96609,-539.141
-1.042000e-05,1.955,-540.195
-1.040000e-05,1.95453,-538.359
-1.038000e-05,1.94656,-538.906
-1.036000e-05,1.95344,-538.086
-1.034000e-05,1.94141,-538.203
-1.032000e-05,1.93719,-538.984
-1.030000e-05,1.93922,-538.203
-1.028000e-05,1.93047,-539.883
-1.026000e-05,1.92531,-538.086
-1.024000e-05,1.92609,-538.516
-1.022000e-05,1.925,-538.633
-1.020000e-05,1.92359,-537.812
-1.018000e-05,1.91656,-540.273
-1.016000e-05,1.91031,-541.406
-1.014000e-05,1.90531,-538.984
-1.012000e-05,1.90484,-538.672
-1.010000e-05,1.90797,-541.25
-1.008000e-05,1.89578,-538.867
-1.006000e-05,1.89547,-538.75
-1.004000e-05,1.87688,-540.469
-1.002000e-05,1.88594,-539.922
-1.000000e-05,1.88453,-539.844
-9.980000e-06,1.87859,-538.789
-9.960000e-06,1.86953,-538.633
-9.940000e-06,1.86734,-539.414
-9.920000e-06,1.86719,-537.852
-9.900000e-06,1.86578,-540.781
-9.880000e-06,1.84766,-539.492
-9.860000e-06,1.85344,-538.125
-9.840000e-06,1.85547,-540.469
-9.820000e-06,1.84938,-539.414
-9.800000e-06,1.83641,-538.398
-9.780000e-06,1.84469,-539.727
-9.760000e-06,1.83781,-537.461
-9.740000e-06,1.83484,-538.633
-9.720000e-06,1.83,-538.516
-9.700000e-06,1.81859,-540.117
-9.680000e-06,1.80953,-539.102
-9.660000e-06,1.81656,-539.805
-9.640000e-06,1.80922,-540.039
-9.620000e-06,1.80875,-538.047
-9.600000e-06,1.8025,-538.398
-9.580000e-06,1.80453,-538.359
-9.560000e-06,1.80313,-538.477
-9.540000e-06,1.79719,-539.18
-9.520000e-06,1.78625,-539.336
-9.500000e-06,1.78453,-539.336
-9.480000e-06,1.78516,-538.281
-9.460000e-06,1.78109,-538.906
-9.440000e-06,1.77406,-539.023
-9.420000e-06,1.76984,-539.023
-9.400000e-06,1.76266,-538.828
-9.380000e-06,1.75687,-536.602
-9.360000e-06,1.75297,-540.391
-9.340000e-06,1.75375,-540.703
-9.320000e-06,1.75219,-536.641
-9.300000e-06,1.74141,-537.891
-9.280000e-06,1.73625,-539.297
-9.260000e-06,1.73609,-538.516
-9.240000e-06,1.73359,-540.898
-9.220000e-06,1.72484,-538.984
-9.200000e-06,1.72344,-540.547
-9.180000e-06,1.72156,-538.164
-9.160000e-06,1.71031,-537.07
-9.140000e-06,1.71422,-538.633
-9.120000e-06,1.71469,-538.828
-9.100000e-06,1.70281,-536.367
-9.080000e-06,1.70656,-539.844
-9.060000e-06,1.69375,-539.258
-9.040000e-06,1.69297,-538.555
-9.020000e-06,1.68703,-536.172
-9.000000e-06,1.68688,-538.398
-8.980000e-06,1.69125,-538.789
-8.960000e-06,1.68484,-538.359
-8.940000e-06,1.67281,-539.453
-8.920000e-06,1.67328,-537.852
-8.900000e-06,1.65922,-539.297
-8.880000e-06,1.65766,-539.062
-8.860000e-06,1.66453,-539.414
-8.840000e-06,1.655,-536.562
-8.820000e-06,1.64172,-539.922
-8.800000e-06,1.64109,-540.82
-8.780000e-06,1.63906,-536.914
-8.760000e-06,1.63781,-539.023
-8.740000e-06,1.63281,-542.227
-8.720000e-06,1.62797,-539.609
-8.700000e-06,1.62219,-538.398
-8.680000e-06,1.615,-538.477
-8.660000e-06,1.61609,-539.023
-8.640000e-06,1.60688,-541.523
-8.620000e-06,1.60734,-537.812
-8.600000e-06,1.60078,-537.305
-8.580000e-06,1.59906,-536.094
-8.560000e-06,1.5875,-537.188
-8.540000e-06,1.59891,-538.203
-8.520000e-06,1.58312,-538.945
-8.500000e-06,1.58031,-540.586
-8.480000e-06,1.58203,-538.633
-8.460000e-06,1.57484,-538.047
-8.440000e-06,1.57094,-540.156
-8.420000e-06,1.565,-538.398
-8.400000e-06,1.56953,-537.617
-8.380000e-06,1.56219,-537.656
-8.360000e-06,1.55297,-540.586
-8.340000e-06,1.55187,-541.523
-8.320000e-06,1.55094,-538.594
-8.300000e-06,1.54234,-538.867
-8.280000e-06,1.54,-539.375
-8.260000e-06,1.53844,-537.031
-8.240000e-06,1.52922,-539.062
-8.220000e-06,1.53219,-537.344
-8.200000e-06,1.52109,-538.594
-8.180000e-06,1.51672,-538.828
-8.160000e-06,1.51547,-538.438
-8.140000e-06,1.50797,-536.484
-8.120000e-06,1.49875,-538.125
-8.100000e-06,1.50641,-535.312
-8.080000e-06,1.49172,-537.344
-8.060000e-06,1.49234,-537.695
-8.040000e-06,1.49141,-539.219
-8.020000e-06,1.48906,-539.18
-8.000000e-06,1.48,-537.266
-7.980000e-06,1.47438,-536.836
-7.960000e-06,1.46609,-539.492
-7.940000e-06,1.46563,-537.422
-7.920000e-06,1.45969,-537.969
-7.900000e-06,1.4575,-537.031
-7.880000e-06,1.45656,-538.203
-7.860000e-06,1.44656,-536.68
-7.840000e-06,1.45484,-538.242
-7.820000e-06,1.45125,-535.977
-7.800000e-06,1.44234,-541.211
-7.780000e-06,1.43734,-537.734
-7.760000e-06,1.44109,-539.414
-7.740000e-06,1.43266,-539.688
-7.720000e-06,1.42516,-540.703
-7.700000e-06,1.41984,-535.625
-7.680000e-06,1.42703,-536.602
-7.660000e-06,1.42188,-538.125
-7.640000e-06,1.42188,-537.188
-7.620000e-06,1.40469,-536.758
-7.600000e-06,1.39766,-537.031
-7.580000e-06,1.40063,-538.047
-7.560000e-06,1.39156,-535.078
-7.540000e-06,1.38766,-535.82
-7.520000e-06,1.39797,-538.711
-7.500000e-06,1.37875,-535.977
-7.480000e-06,1.38141,-536.797
-7.460000e-06,1.37719,-537.617
-7.440000e-06,1.36766,-537.773
-7.420000e-06,1.36688,-538.789
-7.400000e-06,1.36422,-535.859
-7.380000e-06,1.35734,-538.047
-7.360000e-06,1.3525,-539.297
-7.340000e-06,1.34781,-539.883
-7.320000e-06,1.34781,-537.5
-7.300000e-06,1.35359,-537.227
-7.280000e-06,1.34047,-538.203
-7.260000e-06,1.33328,-537.695
-7.240000e-06,1.32828,-537.695
-7.220000e-06,1.33234,-537.461
-7.200000e-06,1.32438,-537.969
-7.180000e-06,1.32109,-536.055
-7.160000e-06,1.32031,-539.336
-7.140000e-06,1.31313,-536.797
-7.120000e-06,1.30812,-538.672
-7.100000e-06,1.30344,-535.352
-7.080000e-06,1.29875,-537.07
-7.060000e-06,1.29359,-536.797
-7.040000e-06,1.29062,-536.055
-7.020000e-06,1.28703,-537.188
-7.000000e-06,1.28453,-537.461
-6.980000e-06,1.28875,-536.797
-6.960000e-06,1.27484,-536.211
-6.940000e-06,1.27281,-537.109
-6.920000e-06,1.27125,-535.898
-6.900000e-06,1.26219,-535.352
-6.880000e-06,1.25906,-536.68
-6.860000e-06,1.25297,-535.664
-6.840000e-06,1.26156,-536.875
-6.820000e-06,1.25359,-537.617
-6.800000e-06,1.25281,-536.68
-6.780000e-06,1.24641,-537.734
-6.760000e-06,1.24531,-538.477
-6.740000e-06,1.23438,-537.422
-6.720000e-06,1.22828,-535.781
-6.700000e-06,1.22719,-536.797
-6.680000e-06,1.21891,-536.641
-6.660000e-06,1.21422,-537.5
-6.640000e-06,1.21859,-535.547
-6.620000e-06,1.21516,-537.969
-6.600000e-06,1.20719,-536.172
-6.580000e-06,1.19672,-536.211
-6.560000e-06,1.2025,-536.445
-6.540000e-06,1.18875,-538.555
-6.520000e-06,1.18797,-541.25
-6.500000e-06,1.18625,-538.047
-6.480000e-06,1.18672,-535.078
-6.460000e-06,1.16813,-535.195
-6.440000e-06,1.17266,-537.227
-6.420000e-06,1.17234,-536.289
-6.400000e-06,1.17141,-536.094
-6.380000e-06,1.16813,-537.188
-6.360000e-06,1.15891,-536.758
-6.340000e-06,1.15094,-537.461
-6.320000e-06,1.16187,-536.055
-6.300000e-06,1.15141,-537.617
-6.280000e-06,1.15094,-537.734
-6.260000e-06,1.13625,-538.281
-6.240000e-06,1.14328,-537.891
-6.220000e-06,1.13797,-535.898
-6.200000e-06,1.13141,-536.367
-6.180000e-06,1.13219,-537.305
-6.160000e-06,1.1225,-536.992
-6.140000e-06,1.11281,-535.195
-6.120000e-06,1.11438,-535.664
-6.100000e-06,1.10813,-534.844
-6.080000e-06,1.11,-537.93
-6.060000e-06,1.10438,-536.406
-6.040000e-06,1.10031,-536.914
-6.020000e-06,1.09375,-536.68
-6.000000e-06,1.09422,-536.055
-5.980000e-06,1.08672,-536.094
-5.960000e-06,1.08297,-535.898
-5.940000e-06,1.08781,-537.109
-5.920000e-06,1.07844,-536.758
-5.900000e-06,1.07844,-534.805
-5.880000e-06,1.07094,-537.5
-5.860000e-06,1.06031,-536.289
-5.840000e-06,1.05938,-536.602
-5.820000e-06,1.05891,-533.672
-5.800000e-06,1.05359,-534.727
-5.780000e-06,1.04,-535.82
-5.760000e-06,1.05078,-536.055
-5.740000e-06,1.04188,-535.898
-5.720000e-06,1.04016,-538.633
-5.700000e-06,1.02563,-534.844
-5.680000e-06,1.03656,-535.898
-5.660000e-06,1.02234,-537.305
-5.640000e-06,1.02719,-534.492
-5.620000e-06,1.01562,-538.438
-5.600000e-06,1.00875,-535.586
-5.580000e-06,1.00984,-536.367
-5.560000e-06,1.01188,-536.445
-5.540000e-06,0.994844,-537.578
-5.520000e-06,0.997656,-534.023
-5.500000e-06,0.990781,-538.203
-5.480000e-06,0.991875,-535.039
-5.460000e-06,0.99125,-536.758
-5.440000e-06,0.980469,-536.055
-5.420000e-06,0.977188,-534.609
-5.400000e-06,0.9725,-535
-5.380000e-06,0.968594,-536.211
-5.360000e-06,0.974844,-533.984
-5.340000e-06,0.961406,-534.531
-5.320000e-06,0.961094,-534.805
-5.300000e-06,0.9475,-533.906
-5.280000e-06,0.9575,-535.352
-5.260000e-06,0.951875,-532.93
-5.240000e-06,0.945312,-535.547
-5.220000e-06,0.940937,-536.25
-5.200000e-06,0.937188,-535.273
-5.180000e-06,0.933594,-534.766
-5.160000e-06,0.934219,-534.336
-5.140000e-06,0.926406,-536.133
-5.120000e-06,0.917031,-535.938
-5.100000e-06,0.922813,-534.453
-5.080000e-06,0.92,-535.898
-5.060000e-06,0.911719,-534.766
-5.040000e-06,0.901563,-535.664
-5.020000e-06,0.897969,-532.422
-5.000000e-06,0.904219,-533.672
-4.980000e-06,0.890313,-535.117
-4.960000e-06,0.881719,-536.484
-4.940000e-06,0.884531,-537.383
-4.920000e-06,0.88,-536.797
-4.900000e-06,0.881094,-534.141
-4.880000e-06,0.865469,-534.883
-4.860000e-06,0.858281,-536.953
-4.840000e-06,0.863594,-532.773
-4.820000e-06,0.860625,-534.062
-4.800000e-06,0.851875,-533.672
-4.780000e-06,0.855313,-534.219
-4.760000e-06,0.854688,-534.492
-4.740000e-06,0.847187,-534.805
-4.720000e-06,0.838125,-533.867
-4.700000e-06,0.829844,-536.016
-4.680000e-06,0.819063,-534.453
-4.660000e-06,0.83,-536.25
-4.640000e-06,0.827813,-534.883
-4.620000e-06,0.828906,-534.648
-4.600000e-06,0.813594,-534.219
-4.580000e-06,0.807031,-532.617
-4.560000e-06,0.811719,-534.062
-4.540000e-06,0.797969,-534.141
-4.520000e-06,0.8,-532.891
-4.500000e-06,0.800781,-534.727
-4.480000e-06,0.797969,-535.781
-4.460000e-06,0.788281,-532.188
-4.440000e-06,0.787031,-534.727
-4.420000e-06,0.781094,-534.414
-4.400000e-06,0.782656,-534.219
-4.380000e-06,0.784219,-532.539
-4.360000e-06,0.769531,-531.992
-4.340000e-06,0.777031,-534.531
-4.320000e-06,0.767656,-532.891
-4.300000e-06,0.756875,-534.609
-4.280000e-06,0.762188,-534.141
-4.260000e-06,0.752969,-532.773
-4.240000e-06,0.75,-535.312
-4.220000e-06,0.742969,-532.656
-4.200000e-06,0.745469,-534.375
-4.180000e-06,0.744688,-537.266
-4.160000e-06,0.732813,-532.578
-4.140000e-06,0.732656,-535.625
-4.120000e-06,0.724531,-532.344
-4.100000e-06,0.7275,-532.539
-4.080000e-06,0.725,-532.969
-4.060000e-06,0.726875,-535.195
-4.040000e-06,0.725,-533.75
-4.020000e-06,0.708281,-534.375
-4.000000e-06,0.712813,-533.828
-3.980000e-06,0.694688,-532.148
-3.960000e-06,0.694844,-531.914
-3.940000e-06,0.697188,-531.953
-3.920000e-06,0.6925,-533.633
-3.900000e-06,0.680312,-534.805
-3.880000e-06,0.686875,-533.867
-3.860000e-06,0.673438,-533.828
-3.840000e-06,0.670469,-532.773
-3.820000e-06,0.677344,-531.133
-3.800000e-06,0.669375,-531.953
-3.780000e-06,0.670625,-534.102
-3.760000e-06,0.663594,-532.773
-3.740000e-06,0.664375,-533.828
-3.720000e-06,0.660938,-533.672
-3.700000e-06,0.662813,-534.258
-3.680000e-06,0.656094,-531.875
-3.660000e-06,0.652969,-533.633
-3.640000e-06,0.647969,-531.25
-3.620000e-06,0.65125,-534.609
-3.600000e-06,0.646406,-532.109
-3.580000e-06,0.643281,-530.391
-3.560000e-06,0.635781,-530.586
-3.540000e-06,0.637813,-533.086
-3.520000e-06,0.63375,-532.227
-3.500000e-06,0.635,-532.695
-3.480000e-06,0.629844,-530.469
-3.460000e-06,0.628594,-531.641
-3.440000e-06,0.619688,-535.703
-3.420000e-06,0.622344,-530.977
-3.400000e-06,0.61875,-532.656
-3.380000e-06,0.6125,-532.773
-3.360000e-06,0.605,-532.5
-3.340000e-06,0.609219,-531.484
-3.320000e-06,0.608125,-533.008
-3.300000e-06,0.602187,-530.586
-3.280000e-06,0.601719,-533.438
-3.260000e-06,0.599531,-527.617
-3.240000e-06,0.577813,-531.484
-3.220000e-06,0.589063,-532.461
-3.200000e-06,0.587344,-534.375
-3.180000e-06,0.583125,-530.781
-3.160000e-06,0.579688,-531.875
-3.140000e-06,0.566719,-528.164
-3.120000e-06,0.566563,-528.867
-3.100000e-06,0.559688,-529.336
-3.080000e-06,0.559375,-529.414
-3.060000e-06,0.557656,-531.094
-3.040000e-06,0.553438,-527.5
-3.020000e-06,0.557188,-527.773
-3.000000e-06,0.544063,-525.977
-2.980000e-06,0.539844,-528.711
-2.960000e-06,0.541094,-530.742
-2.940000e-06,0.540938,-527.227
-2.920000e-06,0.537813,-527.344
-2.900000e-06,0.529062,-525.742
-2.880000e-06,0.529531,-523.164
-2.860000e-06,0.528281,-525.273
-2.840000e-06,0.524375,-520.586
-2.820000e-06,0.5175,-520.117
-2.800000e-06,0.5175,-520.703
-2.780000e-06,0.516875,-521.172
-2.760000e-06,0.516719,-519.18
-2.740000e-06,0.51625,-514.609
-2.720000e-06,0.512344,-511.953
-2.700000e-06,0.505938,-509.648
-2.680000e-06,0.513125,-508.477
-2.660000e-06,0.501406,-508.086
-2.640000e-06,0.501094,-502.812
-2.620000e-06,0.493906,-501.367
-2.600000e-06,0.499219,-499.414
-2.580000e-06,0.491094,-497.773
-2.560000e-06,0.491094,-496.602
-2.540000e-06,0.486719,-494.375
-2.520000e-06,0.479375,-492.266
-2.500000e-06,0.480938,-489.883
-2.480000e-06,0.481875,-490.234
-2.460000e-06,0.484688,-487.031
-2.440000e-06,0.472813,-485
-2.420000e-06,0.469531,-483.594
-2.400000e-06,0.471562,-479.805
-2.380000e-06,0.467344,-477.422
-2.360000e-06,0.451719,-474.609
-2.340000e-06,0.459688,-471.094
-2.320000e-06,0.457969,-469.805
-2.300000e-06,0.456563,-467.07
-2.280000e-06,0.455313,-461.484
-2.260000e-06,0.440938,-464.219
-2.240000e-06,0.445625,-459.023
-2.220000e-06,0.448281,-456.484
-2.200000e-06,0.440938,-450.938
-2.180000e-06,0.443281,-446.523
-2.160000e-06,0.436719,-444.453
-2.140000e-06,0.427188,-441.133
-2.120000e-06,0.415625,-438.945
-2.100000e-06,0.421719,-437.109
-2.080000e-06,0.414219,-431.641
-2.060000e-06,0.413125,-432.031
-2.040000e-06,0.408281,-425.234
-2.020000e-06,0.408281,-424.531
-2.000000e-06,0.404219,-417.891
-1.980000e-06,0.400938,-415.469
-1.960000e-06,0.401094,-417.266
-1.940000e-06,0.390938,-414.961
-1.920000e-06,0.395,-408.555
-1.900000e-06,0.385469,-408.828
-1.880000e-06,0.390469,-400.977
-1.860000e-06,0.377969,-398.75
-1.840000e-06,0.379219,-395
-1.820000e-06,0.378906,-394.531
-1.800000e-06,0.378438,-390.156
-1.780000e-06,0.370938,-388.984
-1.760000e-06,0.367344,-384.609
-1.740000e-06,0.365469,-379.766
-1.720000e-06,0.366406,-378.125
-1.700000e-06,0.358125,-378.828
-1.680000e-06,0.360313,-373.164
-1.660000e-06,0.35625,-367.5
-1.640000e-06,0.357969,-368.008
-1.620000e-06,0.343906,-362.461
-1.600000e-06,0.340156,-360.156
-1.580000e-06,0.338125,-357.852
-1.560000e-06,0.3375,-353.672
-1.540000e-06,0.34,-349.141
-1.520000e-06,0.334531,-350.703
-1.500000e-06,0.329844,-345.898
-1.480000e-06,0.331875,-341.289
-1.460000e-06,0.321406,-344.492
-1.440000e-06,0.331094,-340
-1.420000e-06,0.3275,-334.414
-1.400000e-06,0.322344,-332.305
-1.380000e-06,0.317656,-331.484
-1.360000e-06,0.315938,-328.945
-1.340000e-06,0.315938,-326.719
-1.320000e-06,0.317188,-323.75
-1.300000e-06,0.306875,-323.125
-1.280000e-06,0.301875,-318.164
-1.260000e-06,0.305156,-318.242
-1.240000e-06,0.302031,-315.742
-1.220000e-06,0.303906,-311.211
-1.200000e-06,0.305313,-307.266
-1.180000e-06,0.301094,-307.305
-1.160000e-06,0.303125,-303.32
-1.140000e-06,0.296875,-302.188
-1.120000e-06,0.294375,-296.602
-1.100000e-06,0.284375,-297.109
-1.080000e-06,0.287969,-296.602
-1.060000e-06,0.284844,-290.586
-1.040000e-06,0.282969,-288.242
-1.020000e-06,0.28875,-287.617
-1.000000e-06,0.27375,-284.883
-9.800000e-07,0.278125,-284.258
-9.600000e-07,0.283594,-279.766
-9.400000e-07,0.269063,-277.734
-9.200000e-07,0.258906,-275.938
-9.000000e-07,0.265313,-271.055
-8.800000e-07,0.258125,-270.977
-8.600000e-07,0.260469,-268.828
-8.400000e-07,0.249219,-266.875
-8.200000e-07,0.258906,-265.781
-8.000000e-07,0.262813,-259.492
-7.800000e-07,0.255625,-257.539
-7.600000e-07,0.250938,-256.055
-7.400000e-07,0.245469,-256.641
-7.200000e-07,0.243594,-254.57
-7.000000e-07,0.247813,-250.469
-6.800000e-07,0.242656,-249.297
-6.600000e-07,0.246719,-247.344
-6.400000e-07,0.237969,-244.453
-6.200000e-07,0.238438,-240.664
-6.000000e-07,0.230469,-239.727
-5.800000e-07,0.232344,-238.906
-5.600000e-07,0.223594,-234.18
-5.400000e-07,0.235625,-235.547
-5.200000e-07,0.226406,-231.875
-5.000000e-07,0.221094,-229.609
-4.800000e-07,0.230625,-229.805
-4.600000e-07,0.220156,-228.438
-4.400000e-07,0.219219,-222.383
-4.200000e-07,0.211563,-223.203
-4.000000e-07,0.210313,-221.094
-3.800000e-07,0.222188,-218.594
-3.600000e-07,0.219063,-218.633
-3.400000e-07,0.211563,-215.039
-3.200000e-07,0.201563,-215.977
-3.000000e-07,0.202656,-211.797
-2.800000e-07,0.197969,-208.75
-2.600000e-07,0.202188,-210.625
-2.400000e-07,0.205937,-208.438
-2.200000e-07,0.210938,-203.984
-2.000000e-07,0.205469,-202.734
-1.800000e-07,0.195312,-200
-1.600000e-07,0.197813,-199.531
-1.400000e-07,0.190312,-199.844
-1.200000e-07,0.185625,-195.977
-1.000000e-07,0.186406,-195.391
-8.000000e-08,0.192969,-192.422
-6.000000e-08,0.195156,-190.547
-4.000000e-08,0.191563,-188.477
-2.000000e-08,0.181563,-188.086
0.000000e+00,0.174687,-187.422
2.000000e-08,0.193281,-186.758
4.000000e-08,0.182969,-182.734
6.000000e-08,0.175469,-183.047
8.000000e-08,0.172344,-180.234
1.000000e-07,0.172656,-180.469
1.200000e-07,0.175781,-179.766
1.400000e-07,0.168281,-177.93
1.600000e-07,0.163125,-175.273
1.800000e-07,0.171875,-174.062
2.000000e-07,0.162656,-173.125
2.200000e-07,0.175469,-171.211
2.400000e-07,0.172969,-170.586
2.600000e-07,0.166094,-170.352
2.800000e-07,0.170625,-168.594
3.000000e-07,0.165469,-166.68
3.200000e-07,0.156875,-167.617
3.400000e-07,0.161406,-166.719
3.600000e-07,0.167188,-162.617
3.800000e-07,0.156094,-161.875
4.000000e-07,0.151563,-161.211
4.200000e-07,0.149219,-159.062
4.400000e-07,0.15125,-159.648
4.600000e-07,0.159531,-155.781
4.800000e-07,0.152969,-156.406
5.000000e-07,0.152969,-154.102
5.200000e-07,0.15125,-151.836
5.400000e-07,0.149375,-152.188
5.600000e-07,0.150156,-152.422
5.800000e-07,0.145156,-150.43
6.000000e-07,0.153438,-150.703
6.200000e-07,0.144062,-146.562
6.400000e-07,0.141094,-146.445
6.600000e-07,0.140938,-144.062
6.800000e-07,0.149844,-144.766
7.000000e-07,0.140313,-142.383
7.200000e-07,0.134375,-142.969
7.400000e-07,0.144687,-139.961
7.600000e-07,0.135625,-139.57
7.800000e-07,0.13625,-138.711
8.000000e-07,0.136719,-138.32
8.200000e-07,0.13625,-137.852
8.400000e-07,0.129375,-136.484
8.600000e-07,0.135313,-135.039
8.800000e-07,0.136875,-133.438
9.000000e-07,0.130625,-133.281
9.200000e-07,0.1375,-133.203
9.400000e-07,0.129219,-132.539
9.600000e-07,0.130781,-128.633
9.800000e-07,0.127656,-128.789
1.000000e-06,0.125,-129.336
1.020000e-06,0.126875,-124.023
1.040000e-06,0.125469,-128.281
1.060000e-06,0.126563,-126.641
1.080000e-06,0.119063,-123.672
1.100000e-06,0.127031,-125.234
1.120000e-06,0.117969,-123.906
1.140000e-06,0.121094,-121.445
1.160000e-06,0.113594,-118.242
1.180000e-06,0.118125,-117.812
1.200000e-06,0.121563,-119.922
1.220000e-06,0.116094,-118.672
1.240000e-06,0.111406,-116.602
1.260000e-06,0.117656,-117.578
1.280000e-06,0.119375,-116.016
1.300000e-06,0.112656,-113.711
1.320000e-06,0.106406,-113.242
1.340000e-06,0.108281,-110.469
1.360000e-06,0.111875,-111.797
1.380000e-06,0.114844,-110.703
1.400000e-06,0.101094,-109.258
1.420000e-06,0.1075,-107.852
1.440000e-06,0.105313,-105.977
1.460000e-06,0.111094,-103.711
1.480000e-06,0.10875,-103.867
1.500000e-06,0.108906,-106.25
1.520000e-06,0.108437,-102.5
1.540000e-06,0.107344,-105.469
1.560000e-06,0.101562,-100.703
1.580000e-06,0.0951563,-101.562
1.600000e-06,0.101562,-101.484
1.620000e-06,0.095,-101.016
1.640000e-06,0.104844,-100.82
1.660000e-06,0.103281,-96.6016
1.680000e-06,0.0890625,-96.5625
1.700000e-06,0.0935938,-95.9375
1.720000e-06,0.100781,-97.3828
1.740000e-06,0.100781,-95.4688
1.760000e-06,0.0939062,-95.5859
1.780000e-06,0.0992188,-92.2266
1.800000e-06,0.101562,-92.2656
1.820000e-06,0.0870313,-93.0859
1.840000e-06,0.0996875,-91.9531
1.860000e-06,0.0932812,-90.2344
1.880000e-06,0.0932812,-91.3281
1.900000e-06,0.0925,-90.4297
1.920000e-06,0.0851563,-89.1797
1.940000e-06,0.0879688,-90.0391
1.960000e-06,0.0871875,-88.3203
1.980000e-06,0.0945313,-87.5391
2.000000e-06,0.08375,-90
2.020000e-06,0.0914063,-88.2812
2.040000e-06,0.0907813,-85.5469
2.060000e-06,0.0884375,-83.8672
2.080000e-06,0.0895313,-84.1406
2.100000e-06,0.079375,-82.9688
2.120000e-06,0.08875,-81.1328
2.140000e-06,0.0814063,-82.4609
2.160000e-06,0.0785938,-82.3047
2.180000e-06,0.0870313,-79.6094
2.200000e-06,0.081875,-80.4688
2.220000e-06,0.078125,-79.7656
2.240000e-06,0.0798437,-79.5703
2.260000e-06,0.0790625,-78.7109
2.280000e-06,0.0785938,-79.7656
2.300000e-06,0.0764063,-78.5156
2.320000e-06,0.0703125,-75.8984
2.340000e-06,0.0732812,-76.6797
2.360000e-06,0.081875,-75.1172
2.380000e-06,0.0779688,-75.8984
2.400000e-06,0.0717188,-73.3984
2.420000e-06,0.0784375,-74.8828
2.440000e-06,0.0790625,-72.3438
2.460000e-06,0.0701563,-72.5
2.480000e-06,0.0778125,-72.4219
2.500000e-06,0.0760938,-72.0703
2.520000e-06,0.0704687,-71.5234
2.540000e-06,0.0753125,-70.9766
2.560000e-06,0.0664062,-70.6641
2.580000e-06,0.0660938,-67.7344
2.600000e-06,0.0675,-67.9688
2.620000e-06,0.0717188,-67.8906
2.640000e-06,0.0734375,-70.9766
2.660000e-06,0.065,-68.4766
2.680000e-06,0.0654687,-66.9922
2.700000e-06,0.0621875,-64.2578
2.720000e-06,0.0698437,-67.3047
2.740000e-06,0.0728125,-64.1797
2.760000e-06,0.0620312,-64.5703
2.780000e-06,0.05625,-65.3906
2.800000e-06,0.0595313,-65.9375
2.820000e-06,0.0685938,-65.4688
2.840000e-06,0.06,-64.9219
2.860000e-06,0.066875,-64.7266
2.880000e-06,0.0634375,-63.6719
2.900000e-06,0.0651563,-64.2969
2.920000e-06,0.0628125,-63.125
2.940000e-06,0.0564062,-62.1094
2.960000e-06,0.0582813,-61.1719
